Hub,Length [m],Path,Length [nodes],Traffic,Origin
878,39354187.39847747,"[ 878  879  858  859  860  861  862  863  864  865  887  909  931  953
  975  997 1019 1041 1063 1085 1107 1129 1151 1173 1195 1217 1239 1261
 1283 1305 1327 1349 1371 1393 1415 1437 1459 1481 1503 1525 1547 1569
   10   32   54]",45,1.1012512820408127,54
12,3286454.124360255,[12 11 33 55],4,0.06702293250330627,55
12,1284585.7698710873,[12 34 56],3,0.04136789750480699,56
14,3175768.29497124,[14 13 35 57],4,0.018521410770915736,57
58,0.0,[58],1,323.6116242601927,58
59,0.0,[59],1,434.34434406112257,59
60,0.0,[60],1,90.53991619738974,60
82,2421621.2843803936,[82 60 61],3,300.81798920239623,61
84,493735.60959195613,[84 62],2,885.3290707868781,62
85,552079.4803452763,[85 63],2,578.76865760248,63
64,0.0,[64],1,54.71121631843778,64
43,644334.448726685,[43 65],2,899.6323291428624,65
759,41754792.781902924,"[759 737 715 693 671 649 627 605 583 561 539 517 495 473 451 429 407 385
 363 341 319 297 275 253 231 209 187 165 143 121  99  77  76  75  74  73
  72  71  70  69  68  67  66]",43,0.010069326075608842,66
65,4584363.771195043,[65 44 45 67],4,0.0,67
179,4641226.087211458,[179 157 135 113  91  69  68],7,97.07456822022414,68
179,2669272.693831132,[179 157 135 113  91  69],6,94.26464116248773,69
136,1441713.7837128243,[136 114  92  70],4,61.56751038154526,70
71,0.0,[71],1,0.0,71
1566,3816403.780071363,[1566    7    6   28   50   72],6,0.0,72
1567,3991161.103365405,[1567    8    7   29   51   73],6,0.0,73
30,1101655.8040542125,[30 52 74],3,0.0,74
30,3185164.1736654895,[30 31 53 75],4,0.30245854206707146,75
1571,6520903.168982764,[1571   12   11   10   32   54   76],7,1.1649510774895697,76
856,40007400.17147285,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108  86
  85  84  83  82  81  80  79  78  77]",45,0.05244556417496682,77
12,1925042.7543054787,[12 34 56 78],4,0.11164665119479239,78
123,1190903.6632826158,[123 101  79],3,0.13904568031324516,79
80,0.0,[80],1,582.644736456733,80
103,482562.1198750824,[103  81],2,121.94044406736293,81
82,0.0,[82],1,120.25567680676383,82
236,5104538.9801402865,[236 214 192 170 148 126 104  82  83],9,401.8995718273099,83
84,0.0,[84],1,1018.5611359836342,84
563,24416452.94234484,"[563 541 519 497 475 453 431 409 387 365 343 321 299 277 255 233 211 189
 167 145 123 101  79  80  81  82  83  84  85]",29,543.0786583806101,85
86,0.0,[86],1,29.564597684440287,86
759,39782839.38852257,"[759 737 715 693 671 649 627 605 583 561 539 517 495 473 451 429 407 385
 363 341 319 297 275 253 231 209 187 165 143 121  99  77  78  79  80  81
  82  83  84  85  86  87]",42,782.3967013330853,87
174,5784530.9523369875,[174 152 130 108 109  88],6,0.0,88
174,7756484.345717313,[174 152 130 108 109  88  89],7,153.35994822363546,89
179,4102356.628932287,[179 157 135 113  91  90],6,394.1971685345968,90
179,2130403.2355519608,[179 157 135 113  91],5,188.50327450700655,91
136,959151.6638377421,[136 114  92],3,45.572753524521076,92
1565,4222899.96541004,[1565    6    5   27   49   71   93],7,0.0,93
1566,4270800.859641136,[1566    7    6   28   50   72   94],7,0.0,94
30,3453191.451282462,[30 29 51 73 95],5,0.0,95
30,1656232.611744685,[30 52 74 96],4,0.0,96
834,42687360.89116676,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107 106
 105 104 103 102 101 100  99  98  97]",45,1.3138779062745245,97
856,41369719.38965544,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107
 106 105 104 103 102 101 100  99  98]",45,0.2102721940161798,98
856,39397765.99627512,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107
 106 105 104 103 102 101 100  99]",44,0.06728242909685589,99
1572,5141211.297324115,[1572   13   12   34   56   78  100],7,0.5990983973722062,100
123,594355.1632318492,[123 101],2,81.071374718877,101
102,0.0,[102],1,871.2848343217289,102
103,0.0,[103],1,35.45571783421039,103
82,448985.6909183804,[ 82 104],2,147.62006246801903,104
236,4655553.289221906,[236 214 192 170 148 126 104 105],8,510.5432058610307,105
106,0.0,[106],1,1299.9302881040298,106
107,0.0,[107],1,473.2998873382384,107
108,0.0,[108],1,50.3025043675197,108
759,39125818.86841418,"[759 737 715 693 671 649 627 605 583 561 539 517 495 473 451 429 407 385
 363 341 319 297 275 253 231 209 187 165 143 121  99 100 101 102 103 104
 105 106 107 108 109]",41,559.9163297550572,109
152,4557459.566901482,[152 130 131 110],4,0.06269481708295643,110
174,7144874.170093204,[174 152 130 131 110 111],6,444.8573975724783,111
179,3565998.315410224,[179 157 135 113 112],5,562.9665158377501,112
179,1594044.922029898,[179 157 135 113],4,309.9815897156594,113
136,478594.2844914617,[136 114],2,10.263740322584024,114
1522,7551936.050804768,[1522 1521 1520 1542 1564    5   27   49   71   93  115],11,0.0,115
1566,4726305.621701571,[1566    7    6   28   50   72   94  116],8,0.0,116
30,3951412.3788943486,[ 30  29  51  73  95 117],6,0.0,117
30,2213299.5908697983,[ 30  52  74  96 118],5,0.11838689120927494,118
856,42730062.60741166,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 129 128
 127 126 125 124 123 122 121 120 119]",45,1.6553651463597876,119
856,40758109.21403133,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 129 128
 127 126 125 124 123 122 121 120]",44,0.28811620160793794,120
12,5257465.569640561,[ 12  11  33  55  77  99 121],7,0.30362913315785195,121
123,1971953.3933803278,[123 122],2,0.5928912027491577,122
123,0.0,[123],1,97.65334787037801,123
124,0.0,[124],1,1041.1004555840252,124
125,0.0,[125],1,46.851171198802305,125
82,897360.099968403,[ 82 104 126],3,173.95679776705714,126
236,4207178.880171883,[236 214 192 170 148 126 127],7,786.3301085030123,127
106,498220.9276118873,[106 128],2,1517.2746430245516,128
129,0.0,[129],1,437.8354619087512,129
130,0.0,[130],1,78.94364913264833,130
152,2585506.1735211574,[152 130 131],3,225.36741956948995,131
152,3943906.7867606482,[152 153 132],3,208.98018964373819,132
179,5004101.593105039,[179 157 135 134 133],5,643.9887606460943,133
179,3032148.199724714,[179 157 135 134],4,560.1445148314846,134
179,1060194.8063443885,[179 157 135],3,245.29735877776932,135
136,0.0,[136],1,0.006949966470283897,136
180,2923427.4122518525,[180 158 136 137],4,0.0,137
1567,7212247.663104806,[1567    8    7    6   28   50   72   94  116  138],10,0.0,138
30,4451918.630923483,[ 30  29  51  73  95 117 139],7,0.0,139
30,2772848.279993452,[ 30  52  74  96 118 140],6,5.163730254314617,140
856,42116509.82727084,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 151 150 149
 148 147 146 145 144 143 142 141]",44,0.9043169646663749,141
856,40144556.433890514,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 151 150 149
 148 147 146 145 144 143 142]",43,0.5453446081109684,142
12,5914071.66338501,[ 12  11  33  55  77  99 121 143],8,0.2755117764990397,143
145,1971953.3933803267,[145 144],2,0.5910553056644403,144
145,0.0,[145],1,354.4727061548708,145
146,0.0,[146],1,903.7287807760888,146
147,0.0,[147],1,94.65298661337857,147
82,1345194.78265813,[ 82 104 126 148],4,274.7092732872668,148
149,0.0,[149],1,892.8106563382739,149
150,0.0,[150],1,1633.2968273121392,150
151,0.0,[151],1,642.808182356433,151
152,0.0,[152],1,81.80386422707569,152
152,1971953.3933803246,[152 153],2,55.97839528208608,153
152,4600230.665535554,[152 153 132 154],4,438.96946555946045,154
179,4472755.2558836695,[179 157 156 155],4,676.5457508565548,155
179,2500801.862503344,[179 157 156],3,546.9774519381148,156
179,528848.469123019,[179 157],2,153.49430441923994,157
158,0.0,[158],1,0.0,158
1566,7575045.019153277,[1566    7    6    5   27   49   71   93  115  137  159],11,0.0,159
30,6674131.034426714,[ 30  29  28  50  72  94 116 138 160],9,0.0,160
30,4954736.428581395,[ 30  29  51  73  95 117 139 161],8,0.0015567004029160558,161
30,3334868.9333895333,[ 30  52  74  96 118 140 162],7,6.484992466590763,162
338,6555533.003741198,[338 316 294 272 250 228 206 184 162 163],10,0.8935705289748754,163
295,5702790.721637679,[295 273 251 229 207 185 163 164],8,1.7225934139088392,164
123,5256836.759280008,[123 122 121 143 165],5,8.194431650548047,165
145,2607016.09809707,[145 144 166],3,6.615043634004792,166
167,0.0,[167],1,1011.7025971912477,167
190,528848.4691230198,[190 168],2,519.0540407484393,168
147,476674.46852888464,[147 169],2,151.77654674539494,169
236,1340023.7270687027,[236 214 192 170],4,369.80542495624945,170
171,0.0,[171],1,1104.2730256922582,171
172,0.0,[172],1,1473.696524959073,172
173,0.0,[173],1,589.4218229856623,173
152,615461.2098113961,[152 174],2,68.87415587293516,174
152,2621278.6291297795,[152 153 175],3,3.1510789856881445,175
174,4599898.571002651,[174 175 154 176],4,511.55567178673954,176
179,3943906.786760651,[179 178 177],3,425.8120154892913,177
179,1971953.3933803253,[179 178],2,407.3821869096767,178
179,0.0,[179],1,68.23044596218737,179
180,0.0,[180],1,0.0,180
1566,8022017.102813233,[1566    7    6    5   27   49   71   93  115  137  159  181],12,0.0,181
30,7133339.995084205,[ 30  29  28  50  72  94 116 138 160 182],10,0.0,182
30,5459890.332890036,[ 30  29  51  73  95 117 139 161 183],9,0.04223450145165303,183
273,4459303.031140606,[273 251 229 207 185 184],6,5.0573044928459385,184
295,3113502.6226800135,[295 273 251 229 207 185],6,8.144100478824484,185
295,5085456.016060341,[295 273 251 229 207 185 186],7,6.914368637508125,186
123,5912828.543522006,[123 122 121 143 165 187],6,16.56496377859303,187
189,1971953.393380329,[189 188],2,148.83005430794674,188
189,0.0,[189],1,1670.4610403907357,189
190,0.0,[190],1,205.58497933479572,190
82,4365141.195964668,[ 82  81 103 125 147 169 191],7,200.84203922490934,191
236,893051.643408747,[236 214 192],3,472.1363523832536,192
193,0.0,[193],1,1421.2545427285472,193
194,0.0,[194],1,1218.5135939193476,194
195,0.0,[195],1,438.98485539846916,195
174,617334.7055773379,[174 196],2,7.921727391547016,196
174,2622135.6538706277,[174 175 197],3,0.0,197
174,5255508.493609042,[174 175 154 176 198],5,328.4295923537883,198
179,4576015.966981831,[179 178 177 199],4,222.43586442287676,199
179,2557283.1821638895,[179 178 200],3,251.17538893195785,200
201,0.0,[201],1,0.010462933449161937,201
1522,11721615.200955736,"[1522 1521 1520 1519 1541 1563    4   26   48   70   92  114  136  158
  180  202]",16,0.0,202
1566,8468667.222015463,[1566    7    6    5   27   49   71   93  115  137  159  181  203],13,0.0,203
30,7593906.720937925,[ 30  29  28  50  72  94 116 138 160 182 204],11,0.0,204
30,5967403.251707528,[ 30  29  51  73  95 117 139 161 183 205],10,7.424770847836669,205
338,3452167.68692207,[338 316 294 272 250 228 206],7,0.14919989225072677,206
295,2494330.0945439944,[295 273 251 229 207],5,10.429812495747257,207
295,4466283.4879243225,[295 273 251 229 207 208],6,25.653577804770652,208
145,5911832.372383947,[145 144 143 165 187 209],6,79.34083891523785,209
189,2604062.5736015104,[189 188 210],3,179.77766743499114,210
211,0.0,[211],1,1883.44545157002,211
212,0.0,[212],1,77.16705840607287,212
82,4838112.328025552,[ 82  81 103 125 147 169 191 213],8,211.98642052404486,213
236,446401.5242065168,[236 214],2,699.6101966970073,214
215,0.0,[215],1,1725.0072749218186,215
216,0.0,[216],1,973.8155262994956,216
217,0.0,[217],1,160.6948958071272,217
174,1236507.2337133575,[174 196 218],3,3.606561966573935,218
174,3273127.16109666,[174 175 197 219],4,0.0,219
1325,30212286.77704089,"[1325 1324 1323 1322 1321 1320 1341 1340 1339 1361 1383 1405 1427 1449
 1471 1493 1515 1537 1559 1581    0   22   44   66   88  110  132  154
  176  198  220]",31,203.8542652427792,220
179,5206586.143801468,[179 178 177 199 221],5,188.67199197329336,221
179,3140298.622776258,[179 178 200 222],4,105.95425653429027,222
223,0.0,[223],1,0.0,223
311,4042877.7000592127,[311 289 267 245 223 224],6,0.0,224
1566,8915068.74622198,[1566    7    6    5   27   49   71   93  115  137  159  181  203  225],14,0.0,225
30,8055890.599063959,[ 30  29  28  50  72  94 116 138 160 182 204 226],12,0.0,226
8,6966671.656924279,[  8   7  29  51  73  95 117 139 161 183 205 227],12,8.455107254767425,227
338,2882802.1372211594,[338 316 294 272 250 228],6,14.333923627219713,228
295,1873356.1367249158,[295 273 251 229],4,5.006740535401709,229
295,3845309.5301052406,[295 273 251 229 230],5,32.688210544655526,230
317,6445064.958391754,[317 295 273 251 229 230 231],7,193.81928036892683,231
211,2602523.5701999636,[211 210 232],3,419.7446208801598,232
211,583015.4406123692,[211 233],2,1260.1381138013944,233
256,521405.50380516704,[256 234],2,94.1728086900383,234
82,5309303.124587246,[ 82  81 103 125 147 169 191 213 235],9,234.9062951741259,235
236,0.0,[236],1,796.0677470292592,236
237,0.0,[237],1,1813.178630791684,237
260,512293.10189491155,[260 238],2,704.5442457736096,238
239,0.0,[239],1,8.371745814416911,239
239,1971953.3933803244,[239 240],2,0.0,240
261,4515692.903096632,[261 239 240 241],4,0.000671006403710539,241
179,7881345.959073771,[179 178 177 176 198 220 242],7,106.11147366509769,242
179,5835576.579218736,[179 178 177 199 221 243],6,177.2732715798047,243
1326,27704151.519516274,"[1326 1325 1324 1323 1322 1321 1320 1341 1363 1385 1407 1429 1451 1473
 1495 1517 1539 1561 1583    2   24   46   68   90  112  134  156  178
  200  222  244]",31,0.1392955806125542,244
245,0.0,[245],1,0.0,245
1566,11670022.575158505,"[1566    7    6    5    4   26   48   70   92  114  136  158  180  202
  224  246]",16,0.0,246
1566,9361295.308419604,"[1566    7    6    5   27   49   71   93  115  137  159  181  203  225
  247]",15,0.0,247
30,8519349.672855983,[ 30  29  28  50  72  94 116 138 160 182 204 226 248],13,0.0015567004029160558,248
338,4282969.414265504,[338 316 294 272 250 249],6,8.333271243635744,249
338,2311016.0208851793,[338 316 294 272 250],5,20.226133966399786,250
295,1250617.8422531676,[295 273 251],3,3.1411701060470314,251
295,3222571.2356334953,[295 273 251 252],4,40.9206423213097,252
189,5909392.565693446,[189 188 187 209 231 253],6,253.9439145276972,253
211,3231514.005617231,[211 210 232 254],4,774.2059295122631,254
277,578324.4392625288,[277 255],2,697.7029288382483,255
256,0.0,[256],1,165.40632454755828,256
236,2441413.4982921192,[236 235 257],3,283.4295636607824,257
258,0.0,[258],1,967.5132099924507,258
259,0.0,[259],1,1764.2316249831542,259
260,0.0,[260],1,323.3498182363728,260
261,0.0,[261],1,3.225501651511932,261
261,1971953.393380324,[261 262],2,0.0,262
261,3943906.7867606487,[261 262 263],3,15.811179013188866,263
1326,33493104.71850301,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1361 1383 1405 1427
 1449 1471 1493 1515 1537 1559 1581    0   22   44   66   88  110  132
  154  176  198  220  242  264]",34,82.56620626598772,264
1326,31192860.0790845,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1362 1384 1406 1428 1450
 1472 1494 1516 1538 1560 1582    1   23   45   67   89  111  133  155
  177  199  221  243  265]",33,109.79072181632206,265
288,575949.9574333769,[288 266],2,0.1333890494909724,266
245,518946.53861359536,[245 267],2,0.0,267
311,3002525.6576404516,[311 289 267 268],4,0.0,268
30,10840885.940642152,[ 30  29  28  27  49  71  93 115 137 159 181 203 225 247 269],15,0.0,269
30,8984340.60178888,[ 30  29  28  50  72  94 116 138 160 182 204 226 248 270],14,0.0015567004029160558,270
338,3708778.576812991,[338 316 294 272 271],5,2.3655334410364364,271
338,1736825.1834326661,[338 316 294 272],4,28.128465208052802,272
295,626152.9849197322,[295 273],2,0.7942171403730249,273
295,2598106.3783000596,[295 273 274],3,122.20788946482111,274
211,5907949.758188321,[211 210 209 231 253 275],6,114.85233928336658,275
211,3858884.552111562,[211 210 232 254 276],5,979.7193439988206,276
299,575949.957433378,[299 277],2,188.4426849431781,277
256,518946.5386135963,[256 278],2,359.07684855757344,278
323,930734.8937186018,[323 301 279],3,383.5569362508518,279
280,0.0,[280],1,1271.2315305574405,280
281,0.0,[281],1,1396.1986185879778,281
282,0.0,[282],1,86.02281573672451,282
261,574190.8374525139,[261 283],2,2.1250223225522955,283
261,2596418.25071376,[261 262 284],3,0.0,284
261,4597036.657103227,[261 262 263 285],4,41.032299074860404,285
1326,34146692.36890465,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1361 1383 1405 1427
 1449 1471 1493 1515 1537 1559 1581    0   22   44   66   88  110  132
  154  176  198  220  242  264  286]",35,145.2182221215448,286
1326,31818571.19846797,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1362 1384 1406 1428 1450
 1472 1494 1516 1538 1560 1582    1   23   45   67   89  111  133  155
  177  199  221  243  265  287]",34,11.869602127669488,287
1326,28858425.91621218,"[1326 1325 1324 1323 1322 1321 1320 1341 1363 1385 1407 1429 1451 1473
 1495 1517 1539 1561 1583    2   24   46   68   90  112  134  156  178
  200  222  244  266  288]",33,0.0,288
289,0.0,[289],1,0.0,289
1566,12603956.941489512,"[1566    7    6    5    4   26   48   70   92  114  136  158  180  202
  224  246  268  290]",18,0.0,290
30,11286984.142615648,[ 30  29  28  27  49  71  93 115 137 159 181 203 225 247 269 291],16,0.0,291
486,12961954.316003695,[486 464 442 420 398 376 354 332 310 288 289 290 291 292],14,1.8838205738991471,292
360,3715828.5026747407,[360 338 316 294 293],5,1.7566793012263155,293
338,1160246.6257001953,[338 316 294],3,20.64803954477614,294
295,0.0,[295],1,1.4220515731699803,295
295,1971953.3933803276,[295 296],2,167.2309237470384,296
211,6561537.408589962,[211 210 209 231 253 275 297],7,242.87292205958292,297
277,2597664.5127637982,[277 276 298],3,655.9948569370553,298
299,0.0,[299],1,184.5333100003615,299
256,1035447.7353568451,[256 278 300],3,509.1073590673603,300
323,464581.1211324206,[323 301],2,606.1552150717129,301
302,0.0,[302],1,1551.4743897132735,302
303,0.0,[303],1,971.0230966465933,303
304,0.0,[304],1,2.738596843529022,304
261,1150769.395184983,[261 283 305],3,0.0,305
261,3222571.2356334915,[261 262 284 306],4,0.0,306
261,5250782.039649025,[261 262 263 285 307],5,107.37738037126857,307
1326,34799651.60561766,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1361 1383 1405 1427
 1449 1471 1493 1515 1537 1559 1581    0   22   44   66   88  110  132
  154  176  198  220  242  264  286  308]",36,255.24387620480303,308
288,2595966.175760531,[288 287 309],3,0.048216124065220356,309
288,573557.638208358,[288 310],2,0.0,310
311,0.0,[311],1,0.0,311
1567,15097803.355786785,"[1567    8    7    6    5    4   26   48   70   92  114  136  158  180
  202  224  246  268  290  312]",20,0.0,312
486,10416443.28441501,[486 464 442 420 398 376 354 332 310 311 312 313],12,0.0,313
486,12388396.677795336,[486 464 442 420 398 376 354 332 310 311 312 313 314],13,2.0828174075762456,314
360,3136880.3592571234,[360 338 316 315],4,15.47039693302445,315
338,581298.4822825745,[338 316],2,3.9571336560922945,316
317,0.0,[317],1,1.5490565180291667,317
317,1971953.3933803285,[317 318],2,175.43820808341667,318
211,7214496.645302965,[211 210 209 231 253 275 297 319],8,468.11559768469704,319
299,2595966.1757605323,[299 298 320],3,309.002300812377,320
256,3699785.428284592,[256 255 277 299 321],5,455.20723434737823,321
256,1549518.8028737153,[256 278 300 322],4,444.17751772328415,322
323,0.0,[323],1,853.7859572070739,323
237,3756548.516713464,[237 236 258 280 302 324],6,1673.0832994325315,324
325,0.0,[325],1,601.2130318416041,325
326,0.0,[326],1,2.738596843529022,326
326,1971953.3933803309,[326 327],2,0.0,327
326,3943906.7867606557,[326 327 328],3,6.317970025550906,328
261,5905093.931518036,[261 262 263 285 307 329],6,261.02345602569966,329
1326,35451933.694660686,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1361 1383 1405 1427
 1449 1471 1493 1515 1537 1559 1581    0   22   44   66   88  110  132
  154  176  198  220  242  264  286  308  330]",37,200.44739903810645,330
288,3218242.358616213,[288 287 309 331],4,0.0,331
354,568724.0669256235,[354 332],2,0.11263844439235982,332
333,0.0,[333],1,0.0,333
486,7873341.269999611,[486 464 442 420 398 376 354 332 333 334],10,0.0,334
486,9845294.66337994,[486 464 442 420 398 376 354 332 333 334 335],11,0.0,335
338,3943906.786760654,[338 337 336],3,1.9511871579215707,336
360,2555581.8769745496,[360 338 337],3,16.204178915537128,337
360,583628.483594221,[360 338],2,2.2991107393202603,338
317,629411.3840140247,[317 339],2,2.3960824357312704,339
317,2626782.5983888786,[317 318 340],3,235.61192893208576,340
277,5902735.762918322,[277 276 275 297 319 341],6,391.19401563739973,341
299,3218242.3586162142,[299 298 320 342],4,557.5455549105764,342
256,4270934.049319667,[256 255 277 299 321 343],6,851.4753161166207,343
323,2483611.1472876095,[323 322 344],3,423.71567677012695,344
345,0.0,[345],1,933.7371015899397,345
346,0.0,[346],1,1607.7932150718593,346
347,0.0,[347],1,218.6203872111196,347
413,3392348.646827542,[413 391 369 347 348],5,2.738596843529022,348
326,2553251.875662906,[326 327 349],3,0.0,349
326,4573318.170774681,[326 327 328 350],4,26.433981127141337,350
1326,37079240.08575004,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1338 1360 1382 1404
 1426 1448 1470 1492 1514 1536 1558 1580   21   43   65   87  109  131
  153  175  197  219  241  263  285  307  329  351]",38,473.535559426137,351
288,5900704.552134185,[288 287 286 308 330 352],6,45.782975271783585,352
288,3838744.345987728,[288 287 309 331 353],5,0.0,353
354,0.0,[354],1,0.11263844439235982,354
1566,16818094.798962656,"[1566    7    6    5    4    3   25   47   69   91  113  135  157  179
  201  223  245  267  289  311  333  355]",22,0.0,355
30,14989103.872275427,"[ 30  29  28  27  26  48  70  92 114 136 158 180 202 224 246 268 290 312
 334 356]",20,0.0,356
508,9827989.799143152,[508 486 464 442 420 398 376 354 355 356 357],11,0.0,357
338,4415562.801163551,[338 337 336 358],4,0.8066045385725679,358
360,1971953.3933803267,[360 359],2,13.533755967534521,359
360,0.0,[360],1,1.176936563249267,360
382,2557890.471439346,[382 360 361],3,0.62831899446446,361
317,3282079.744177812,[317 318 340 362],4,275.86021856865705,362
299,5900704.552134186,[299 298 297 319 341 363],6,121.59338662314693,363
299,3838744.34598773,[299 298 320 342 364],5,1138.0156049398406,364
256,4839658.11624529,[256 255 277 299 321 343 365],7,987.9544268247605,365
323,2992874.0188574516,[323 322 344 366],4,546.9518486220754,366
367,0.0,[367],1,1224.6314769996952,367
368,0.0,[368],1,1451.0372256751216,368
369,0.0,[369],1,27.001953191527647,369
413,2920692.632424644,[413 391 369 370],4,0.08445733433472924,370
326,3136880.3592571276,[326 327 349 371],4,0.0,371
631,15307631.909110464,[631 609 587 565 543 521 499 477 455 433 411 389 367 368 369 370 371 372],18,126.9399010233989,372
1326,37734537.231538974,"[1326 1325 1324 1323 1322 1321 1320 1341 1340 1339 1338 1360 1382 1404
 1426 1448 1470 1492 1514 1536 1558 1580   21   43   65   87  109  131
  153  175  197  219  241  263  285  307  329  351  373]",39,492.88263693360256,373
462,2594435.792516468,[462 440 418 396 374],5,0.05384751088786405,374
419,1231804.352521649,[419 397 375],3,0.0979057280201232,375
376,0.0,[376],1,0.0,376
1566,17324982.846761797,"[1566    7    6    5    4    3   25   47   69   91  113  135  157  179
  201  223  245  267  289  311  333  355  377]",23,0.0,377
