Hub,Length [m],Path,Length [nodes],Traffic,Origin
1566,977799.1843128314,[1566    7   29],3,0.0,29
30,0.0,[30],1,0.0,30
30,1971953.393380324,[30 31],2,0.07155718303559944,31
1549,5870900.436470514,[1549 1548 1547 1569   10   32],6,1.1156274318806485,32
1571,3272942.101183667,[1571   12   11   33],4,0.060990680798397534,33
12,642564.8491345128,[12 34],2,0.006950369182257804,34
1572,1206853.343853909,[1572   13   35],3,0.0004488110062084161,35
36,0.0,[36],1,191.06715815015554,36
37,0.0,[37],1,515.0029408719263,37
38,0.0,[38],1,65.82266543273664,38
1576,902570.0267017526,[1576   17   39],3,199.92238361503456,39
127,3788749.065675982,[127 105  83  61  39  40],6,742.4337073013438,40
63,550267.7169422256,[63 41],2,628.2147425613585,41
42,0.0,[42],1,73.14934610930823,42
43,0.0,[43],1,898.9830508432016,43
65,1971953.3933803253,[65 44],2,58.77438336079649,44
65,3943906.7867606515,[65 44 45],3,0.0,45
179,5178458.840699835,[179 157 135 113  91  69  47  46],8,0.0,46
179,3206505.4473195113,[179 157 135 113  91  69  47],7,8.404809129910767,47
136,1924114.6595426204,[136 114  92  70  48],5,44.304911765081805,48
71,449472.5529390193,[71 49],2,1.4475107491307426e-05,49
1566,3364139.663938406,[1566    7    6   28   50],5,0.0,50
1567,3499315.6094133966,[1567    8    7   29   51],5,0.0,51
30,550267.7169422264,[30 52],2,0.0,52
30,2578104.880180975,[30 31 53],3,0.2759703636926468,53
878,39371368.644784674,"[ 878  879  858  859  860  861  862  863  864  865  887  909  931  953
  975  997 1019 1041 1063 1085 1107 1129 1151 1173 1195 1217 1239 1261
 1283 1305 1327 1349 1371 1393 1415 1437 1459 1481 1503 1525 1547 1569
   10   32   54]",45,1.089850750830187,54
834,39973747.6001863,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108  86  64
  63  62  61  60  59  58  57  56  55]",45,0.06747977578427822,55
12,1283923.2211775598,[12 34 56],3,0.04132663495618641,56
14,3174601.8024331876,[14 13 35 57],4,0.018521410770915736,57
58,0.0,[58],1,332.4043112525484,58
59,0.0,[59],1,419.47378477333814,59
60,0.0,[60],1,91.48795704937244,60
82,2421425.9463193435,[82 60 61],3,306.73456658581756,61
345,12062444.419393014,[345 323 301 279 257 235 213 191 169 147 125 103  81  59  60  61  62],17,891.594516143064,62
85,552769.3984075367,[85 63],2,570.2432222539704,63
64,0.0,[64],1,44.247518537831866,64
65,0.0,[65],1,904.23328460651,65
65,2629074.5423310376,[65 44 66],3,0.010069326075608842,66
65,4584014.006711302,[65 44 45 67],4,0.0,67
179,4637770.3154914,[179 157 135 113  91  69  68],7,95.83453644872179,68
179,2665816.922111073,[179 157 135 113  91  69],6,95.78651108137039,69
136,1440076.0624413467,[136 114  92  70],4,60.28016587780413,70
71,0.0,[71],1,0.0,71
1566,3817775.545410738,[1566    7    6   28   50   72],6,0.0,72
1567,3993663.0796786025,[1567    8    7   29   51   73],6,0.0,73
30,1103037.1153497626,[30 52 74],3,0.0,74
30,3186288.054374684,[30 31 53 75],4,0.30325972958222247,75
1571,6521507.7316409405,[1571   12   11   10   32   54   76],7,1.1572084828188456,76
856,40020024.02287427,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108  86
  85  84  83  82  81  80  79  78  77]",45,0.05355817222103809,77
1572,4500454.3385811495,[1572   13   12   34   56   78],6,0.11333114826895824,78
123,1189690.931805931,[123 101  79],3,0.6440378984229369,79
80,0.0,[80],1,591.7076622059333,80
103,482004.7315222999,[103  81],2,111.1039665288082,81
82,0.0,[82],1,122.37967959890952,82
127,910518.1795460555,[127 105  83],3,402.6998551169528,83
106,496583.67575102067,[106  84],2,1026.7391895676747,84
563,24401953.56797434,"[563 541 519 497 475 453 431 409 387 365 343 321 299 277 255 233 211 189
 167 145 123 101  79  80  81  82  83  84  85]",29,527.5048898021824,85
86,0.0,[86],1,29.027814532181083,86
65,645718.6070700836,[65 87],2,781.3868953017989,87
174,5786121.299956133,[174 152 130 108 109  88],6,0.0,88
174,7758074.693336458,[174 152 130 108 109  88  89],7,156.86769269004253,89
179,4099594.16041767,[179 157 135 113  91  90],6,395.64663350713363,90
179,2127640.767037344,[179 157 135 113  91],5,187.74699355788601,91
136,958071.3309190474,[136 114  92],3,43.08843897132567,92
1565,4222305.403762649,[1565    6    5   27   49   71   93],7,0.0,93
1566,4272471.863645899,[1566    7    6   28   50   72   94],7,0.0,94
30,3455026.5715899197,[30 29 51 73 95],5,0.0,95
30,1658301.9976774515,[30 52 74 96],4,0.0,96
834,42699288.35716294,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107 106
 105 104 103 102 101 100  99  98  97]",45,1.3138779062745245,97
834,40727334.96378261,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107 106
 105 104 103 102 101 100  99  98]",44,0.22114287081991346,98
856,39409841.167283975,"[856 834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482
 460 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 108 107
 106 105 104 103 102 101 100  99]",44,0.06442527821386745,99
1572,5139266.179739295,[1572   13   12   34   56   78  100],7,0.5893110994843094,100
123,593745.1364928519,[123 101],2,91.31934533851972,101
102,0.0,[102],1,873.1339790316623,102
103,0.0,[103],1,34.071022361628835,103
82,448809.85900402477,[ 82 104],2,148.3412324155397,104
127,455821.8613108943,[127 105],2,520.0638260372509,105
106,0.0,[106],1,1305.7725475003574,106
107,0.0,[107],1,469.3282921485771,107
108,0.0,[108],1,50.87066909469795,108
65,1292469.4119286446,[ 65  87 109],3,553.9672484449454,109
152,4557989.753269879,[152 130 131 110],4,0.06269481708295643,110
1325,24792076.525461372,"[1325 1324 1323 1322 1321 1320 1341 1340 1362 1384 1406 1428 1450 1472
 1494 1516 1538 1560 1582    1   23   45   67   89  111]",25,445.32044113286776,111
179,3563928.4827659363,[179 157 135 113 112],5,553.6448524973999,112
179,1591975.0893856105,[179 157 135 113],4,308.4918809960946,113
136,478060.0093549792,[136 114],2,9.054828978090256,114
1565,4670523.670052197,[1565    6    5   27   49   71   93  115],8,0.0,115
1566,4728293.724956792,[1566    7    6   28   50   72   94  116],8,0.0,116
30,3953875.5484576225,[ 30  29  51  73  95 117],6,0.0,117
30,2216054.845566932,[ 30  52  74  96 118],5,0.1317305363885226,118
834,42087138.63966597,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 129 128 127
 126 125 124 123 122 121 120 119]",44,1.6763376601445859,119
834,40115185.24628564,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 130 129 128 127
 126 125 124 123 122 121 120]",43,0.2944489404294792,120
12,5257308.410017062,[ 12  11  33  55  77  99 121],7,0.29606223983567775,121
123,1971953.3933803278,[123 122],2,0.5914203544978562,122
123,0.0,[123],1,102.2193077975821,123
124,0.0,[124],1,1031.6755927524296,124
125,0.0,[125],1,49.25383949915603,125
82,897028.1252935743,[ 82 104 126],3,177.23492461061454,126
127,0.0,[127],1,793.6370206701747,127
106,498848.97686770296,[106 128],2,1517.7967864632576,128
129,0.0,[129],1,435.193405807813,129
130,0.0,[130],1,77.98030009314219,130
152,2586036.359889555,[152 130 131],3,220.85643163055593,131
152,3943906.7867606487,[152 153 132],3,219.96817179163895,132
179,5002723.324469758,[179 157 135 134 133],5,649.1802218933468,133
179,3030769.931089433,[179 157 135 134],4,560.1499023580637,134
179,1058816.537709108,[179 157 135],3,238.58896352200912,135
136,0.0,[136],1,0.0001170675133153054,136
180,2922395.998962206,[180 158 136 137],4,0.0,137
1567,7214679.512451695,[1567    8    7    6   28   50   72   94  116  138],10,0.0,138
30,4455017.2531939335,[ 30  29  51  73  95 117 139],7,0.0,139
30,2776286.84098252,[ 30  52  74  96 118 140],6,5.113750139804454,140
834,41473055.673156746,"[834 812 790 768 746 724 702 680 658 636 614 592 570 548 526 504 482 460
 438 416 394 372 350 328 306 284 262 240 218 196 174 152 151 150 149 148
 147 146 145 144 143 142 141]",43,0.9045604126536304,141
273,5695072.136596379,[273 251 229 207 185 163 141 142],8,0.5635200199686553,142
273,7667025.529976703,[273 251 229 207 185 163 141 142 143],9,0.24188560541359524,143
145,1971953.3933803272,[145 144],2,0.5910553056644403,144
145,0.0,[145],1,376.9628393951716,145
146,0.0,[146],1,880.3432940999987,146
147,0.0,[147],1,96.91720559334499,147
82,1344726.5176458773,[ 82 104 126 148],4,282.2802478654019,148
149,0.0,[149],1,897.4557319185451,149
150,0.0,[150],1,1619.495888646647,150
151,0.0,[151],1,641.9825234891816,151
152,0.0,[152],1,86.25318830914229,152
152,1971953.393380325,[152 153],2,49.813130579975066,153
174,3943906.7867606543,[174 175 154],3,444.7846731797091,154
179,4472067.0697035305,[179 157 156 155],4,678.8727173499394,155
179,2500113.6763232043,[179 157 156],3,543.2908490825079,156
179,528160.2829428785,[179 157],2,149.75758171620473,157
158,0.0,[158],1,0.0,158
1566,7574400.870577184,[1566    7    6    5   27   49   71   93  115  137  159],11,0.0,159
30,6675977.602356887,[ 30  29  28  50  72  94 116 138 160],9,0.0,160
30,4958477.448165966,[ 30  29  51  73  95 117 139 161],8,0.0015567004029160558,161
30,3338987.8874808215,[ 30  52  74  96 118 140 162],7,6.485299235065499,162
338,6560831.1442335155,[338 316 294 272 250 228 206 184 162 163],10,0.8939544588419737,163
295,5705702.372251539,[295 273 251 229 207 185 163 164],8,1.8085446201496118,164
123,5256677.174397962,[123 122 121 143 165],5,7.546708491942097,165
145,2606618.492845211,[145 144 166],3,6.728334671089556,166
167,0.0,[167],1,1031.242826555452,167
190,528160.2829428795,[190 168],2,502.11999107871407,168
147,476152.42439456284,[147 169],2,154.20981106293738,169
214,893450.0690142526,[214 192 170],3,376.78061595742656,170
171,0.0,[171],1,1123.5101252420714,171
172,0.0,[172],1,1456.092271384713,172
173,0.0,[173],1,581.5738225289235,173
174,0.0,[174],1,72.1912296582865,174
174,1971953.3933803244,[174 175],2,2.4970851391612996,175
174,4599798.141877937,[174 175 154 176],4,519.7040580695541,176
179,3943906.7867606506,[179 178 177],3,428.5904015528434,177
179,1971953.3933803262,[179 178],2,405.332856722225,178
179,0.0,[179],1,65.36881969104648,179
180,0.0,[180],1,0.0,180
1566,8021276.777468347,[1566    7    6    5   27   49   71   93  115  137  159  181],12,0.0,181
30,7135555.306130368,[ 30  29  28  50  72  94 116 138 160 182],10,0.0,182
30,5464280.237350618,[ 30  29  51  73  95 117 139 161 183],9,0.47824713520185963,183
273,4461244.755463465,[273 251 229 207 185 184],6,4.233295706800208,184
295,3115903.4269275963,[295 273 251 229 207 185],6,8.07297506129239,185
295,5087856.8203079235,[295 273 251 229 207 185 186],7,7.101546248764769,186
123,5912568.529515246,[123 122 121 143 165 187],6,13.56373236448444,187
189,1971953.3933803274,[189 188],2,146.3071498078798,188
189,0.0,[189],1,1693.3217134551016,189
190,0.0,[190],1,196.8922475303832,190
82,4362472.0614035465,[ 82  81 103 125 147 169 191],7,199.47895832758203,191
214,446574.1621230899,[214 192],2,477.88028348182814,192
193,0.0,[193],1,1434.7349873382195,193
194,0.0,[194],1,1208.0944489406047,194
195,0.0,[195],1,429.22817144661826,195
174,617845.5519436151,[174 196],2,7.1301035384700056,196
174,2622363.7971918937,[174 175 197],3,0.0,197
244,5106311.46852631,[244 222 200 199 198],5,327.39830598386277,198
244,3134358.075145984,[244 222 200 199],4,225.71495224592272,199
244,1162404.6817656576,[244 222 200],3,249.31462526631356,200
201,0.0,[201],1,0.004926656365569215,201
1522,11714893.167628363,"[1522 1521 1520 1519 1541 1563    4   26   48   70   92  114  136  158
  180  202]",16,0.0,202
1566,8467850.939591436,[1566    7    6    5   27   49   71   93  115  137  159  181  203],13,0.0,203
30,7596507.298158172,[ 30  29  28  50  72  94 116 138 160 182 204],11,0.0,204
30,5972448.0737414025,[ 30  29  51  73  95 117 139 161 183 205],10,7.632813412021118,205
338,3456115.1540826038,[338 316 294 272 250 228 206],7,0.09375888385569092,206
295,2496230.0260267295,[295 273 251 229 207],5,10.408331160646892,207
295,4468183.419407058,[295 273 251 229 207 208],6,25.842637238030584,208
145,5911531.119045277,[145 144 143 165 187 209],6,79.3750831180367,209
189,2603641.9019218707,[189 188 210],3,179.6034442817045,210
211,0.0,[211],1,1869.307415986867,211
212,0.0,[212],1,76.19887034979322,212
82,4834946.9382039355,[ 82  81 103 125 147 169 191 213],8,210.76049176825887,213
214,0.0,[214],1,705.9980710412426,214
215,0.0,[215],1,1746.1486281059808,215
194,508167.83639078564,[194 216],2,972.823016991531,216
217,0.0,[217],1,148.32214017981943,217
174,1237518.9528444821,[174 196 218],3,3.606561966573935,218
174,3273570.2107239193,[174 175 197 219],4,0.0,219
244,4523938.5688742995,[244 222 221 220],4,200.1179085462854,220
244,2551985.1754939733,[244 222 221],3,189.42703681480793,221
244,580031.7821136485,[244 222],2,104.86133618263864,222
223,0.0,[223],1,0.0,223
311,4040181.221306947,[311 289 267 245 223 224],6,0.0,224
1566,8914196.806873374,[1566    7    6    5   27   49   71   93  115  137  159  181  203  225],14,0.0,225
30,8058892.598832414,[ 30  29  28  50  72  94 116 138 160 182 204 226],12,0.0,226
8,6972970.802623343,[  8   7  29  51  73  95 117 139 161 183 205 227],12,8.462728445256571,227
338,2886079.9959671167,[338 316 294 272 250 228],6,14.53063436337285,228
295,1874765.3642361523,[295 273 251 229],4,4.940092058672169,229
295,3846718.757616477,[295 273 251 229 230],5,33.58807711085152,230
145,6566581.724056381,[145 144 143 165 187 209 231],7,195.71218745401924,231
211,2602091.5966437245,[211 210 232],3,442.5203097242319,232
211,582372.8996520102,[211 233],2,1232.8546126760639,233
256,520725.54267779854,[256 234],2,96.19395012996583,234
82,5305655.026554323,[ 82  81 103 125 147 169 191 213 235],9,233.13288492952728,235
236,0.0,[236],1,801.0814391707115,236
411,7652289.153967357,[411 389 367 345 323 301 279 257 235 236 237],11,1812.3804425600906,237
651,20463197.68149696,"[651 629 607 585 563 541 519 497 475 453 431 409 387 365 343 321 299 277
 255 233 234 235 236 237 238]",25,691.2888342485819,238
239,0.0,[239],1,8.371047828972635,239
239,1971953.3933803246,[239 240],2,0.0,240
174,3925524.502288174,[174 175 197 219 241],5,0.009604386991783898,241
244,3943906.7867606515,[244 243 242],3,105.38728829951262,242
244,1971953.3933803265,[244 243],2,176.794521606638,243
244,0.0,[244],1,0.1392955806125542,244
245,0.0,[245],1,0.0,245
1566,11664754.273536311,"[1566    7    6    5    4   26   48   70   92  114  136  158  180  202
  224  246]",16,0.0,246
1566,9360388.07137015,"[1566    7    6    5   27   49   71   93  115  137  159  181  203  225
  247]",15,0.0,247
30,8522768.873476896,[ 30  29  28  50  72  94 116 138 160 182 204 226 248],13,0.0015567004029160558,248
338,4285581.921394506,[338 316 294 272 250 249],6,8.338249201037415,249
338,2313628.5280141807,[338 316 294 272 250],5,20.251239102785505,250
295,1251546.7244133824,[295 273 251],3,3.1191961053960098,251
295,3223500.117793709,[295 273 251 252],4,42.39149150778126,252
189,5909009.154134416,[189 188 187 209 231 253],6,255.59459801685836,253
211,3230638.917727262,[211 210 232 254],4,795.6489322062985,254
277,577670.913339394,[277 255],2,676.4004309636886,255
256,0.0,[256],1,168.67360364467993,256
236,2440944.763805025,[236 235 257],3,288.4513757785094,257
258,0.0,[258],1,981.2184396284955,258
259,0.0,[259],1,1758.9512124730304,259
260,0.0,[260],1,302.45674982402306,260
261,0.0,[261],1,2.9640663837745347,261
261,1971953.3933803237,[261 262],2,0.0,262
174,4578178.282749901,[174 175 197 219 241 263],6,18.82441551121982,263
244,4597918.868106656,[244 243 242 264],4,83.00970305997706,264
244,2598869.851055014,[244 243 265],3,106.17328023415236,265
288,575291.3956621503,[288 266],2,0.020695809265191656,266
245,518270.1796376982,[245 267],2,0.0,267
311,3001185.498991452,[311 289 267 268],4,0.0,268
30,10839613.411361823,[ 30  29  28  27  49  71  93 115 137 159 181 203 225 247 269],15,0.0,269
30,8988192.39288538,[ 30  29  28  50  72  94 116 138 160 182 204 226 248 270],14,0.0015567004029160558,270
338,3710730.310153172,[338 316 294 272 271],5,2.3650770418597227,271
338,1738776.916772848,[338 316 294 272],4,28.201254829678483,272
295,626612.0648444551,[295 273],2,1.019692002350999,273
295,2598565.4582247827,[295 273 274],3,123.78932991520053,274
211,5907525.455972076,[211 210 209 231 253 275],6,112.89320848960776,275
211,3857555.3754019495,[211 210 232 254 276],5,984.9281462021102,276
299,575291.3956621514,[299 277],2,181.13276206889827,277
256,518270.1796376996,[256 278],2,367.9706776675691,278
323,929871.027971684,[323 301 279],3,390.547172266909,279
280,0.0,[280],1,1283.8667817930113,280
281,0.0,[281],1,1375.8389207156893,281
282,0.0,[282],1,80.66127343709377,282
239,1147303.0791942724,[239 261 283],3,0.8672141254472745,283
239,3220106.692772025,[239 240 262 284],4,0.0,284
261,4597211.426823779,[261 262 263 285],4,42.83833563290975,285
244,5251337.954012877,[244 243 242 264 286],5,153.37689172771636,286
244,3224116.0786472526,[244 243 265 287],4,9.913772872028268,287
288,0.0,[288],1,0.0,288
289,0.0,[289],1,0.0,289
1566,12597794.761955678,"[1566    7    6    5    4   26   48   70   92  114  136  158  180  202
  224  246  268  290]",18,0.0,290
486,10983900.752948232,[486 464 442 420 398 376 354 332 310 288 289 290 291],13,0.0,291
486,12955854.146328557,[486 464 442 420 398 376 354 332 310 288 289 290 291 292],14,1.8943422680275697,292
360,3717763.7262405036,[360 338 316 294 293],5,1.8159599200083263,293
338,1161542.478157702,[338 316 294],3,18.538083990719112,294
295,0.0,[295],1,1.4235817665585009,295
295,1971953.3933803272,[295 296],2,169.36365886971313,296
211,6560944.541878298,[211 210 209 231 253 275 297],7,243.79880237056167,297
277,2597199.620972567,[277 276 298],3,659.7813685562915,298
299,0.0,[299],1,184.27502934868642,299
256,1034099.0568036402,[256 278 300],3,508.337857582477,300
323,464156.79199659,[323 301],2,624.1941127611016,301
302,0.0,[302],1,1564.302260524128,302
303,0.0,[303],1,952.449581983592,303
304,0.0,[304],1,2.738596843529022,304
326,2492226.1548003983,[326 304 305],3,0.0,305
239,3846718.75761648,[239 240 262 284 306],5,0.0,306
244,7223071.467649783,[244 243 242 263 285 307],6,108.24296782083675,307
244,5904115.153115982,[244 243 242 264 286 308],6,251.37626782033473,308
244,3847653.3430325994,[244 243 265 287 309],5,0.04901508736656979,309
288,572894.352930598,[288 310],2,0.0,310
311,0.0,[311],1,0.0,311
1567,15091325.946859468,"[1567    8    7    6    5    4   26   48   70   92  114  136  158  180
  202  224  246  268  290  312]",20,0.0,312
486,10411006.400017634,[486 464 442 420 398 376 354 332 310 311 312 313],12,0.0,313
486,12382959.79339796,[486 464 442 420 398 376 354 332 310 311 312 313 314],13,2.1042289371197733,314
360,3138164.9039778598,[360 338 316 315],4,16.083628217593187,315
338,581943.6558950553,[338 316],2,3.8837273559555983,316
317,0.0,[317],1,2.1182455907041717,317
317,1971953.3933803285,[317 318],2,177.45726670105827,318
211,7213721.740981403,[211 210 209 231 253 275 297 319],8,473.1488842539824,319
277,3220736.8853579136,[277 276 298 320],4,310.81495935543825,320
299,572894.3529305975,[299 321],2,458.5491247059119,321
256,1547502.2852488188,[256 278 300 322],4,440.76955714849566,322
236,3838142.0442209844,[236 235 257 279 301 323],6,858.3460506661697,323
237,3756529.7479866883,[237 236 258 280 302 324],6,1666.4494510768875,324
325,0.0,[325],1,590.2752726306345,325
326,0.0,[326],1,2.738596843529022,326
326,1971953.3933803313,[326 327],2,0.0,327
326,3943906.786760655,[326 327 328],3,6.410685458396486,328
244,7877531.064531461,[244 243 242 263 285 307 329],7,264.0459183705784,329
244,6556201.793808306,[244 243 242 264 286 308 330],7,197.1668316649787,330
288,3217280.878475978,[288 287 309 331],4,0.0,331
354,568052.2954642425,[354 332],2,0.11263844439235982,332
333,0.0,[333],1,0.0,333
486,7868572.076094713,[486 464 442 420 398 376 354 332 333 334],10,0.0,334
486,9840525.46947504,[486 464 442 420 398 376 354 332 333 334 335],11,0.0,335
338,3943906.7867606524,[338 337 336],3,1.9503369482464314,336
360,2556221.248082804,[360 338 337],3,16.628002672459175,337
360,584267.8547024764,[360 338],2,2.227746287064,338
317,629848.5027725407,[317 339],2,3.5473183923923024,339
317,2626916.6931789205,[317 318 340],3,239.79214633807342,340
277,5902189.712462302,[277 276 275 297 319 341],6,388.9538462852978,341
299,3217280.8784759804,[299 298 320 342],4,575.8755922321438,342
256,4268290.985855069,[256 255 277 299 321 343],6,847.8521868853962,343
323,2482948.2334288824,[323 322 344],3,413.87671812315125,344
345,0.0,[345],1,941.5475616932798,345
346,0.0,[346],1,1606.6345976582916,346
347,0.0,[347],1,205.02656024122098,347
413,3393858.382876492,[413 391 369 347 348],5,2.738596843529022,348
326,2553897.049275387,[326 327 349],3,0.0,349
326,4573755.289533196,[326 327 328 350],4,30.123712034366392,350
244,8532494.364330053,[244 243 242 263 285 307 329 351],8,474.4091015078579,351
244,7207549.441468114,[244 243 242 264 286 308 330 352],8,39.85727851051453,352
288,3837286.6469218726,[288 287 309 331 353],5,0.0,353
354,0.0,[354],1,0.11263844439235982,354
1566,16807757.261317287,"[1566    7    6    5    4    3   25   47   69   91  113  135  157  179
  201  223  245  267  289  311  333  355]",22,0.0,355
30,14981720.414482057,"[ 30  29  28  27  26  48  70  92 114 136 158 180 202 224 246 268 290 312
 334 356]",20,0.0,356
508,9823201.615955738,[508 486 464 442 420 398 376 354 355 356 357],11,0.0,357
338,4416052.878055198,[338 337 336 358],4,0.7719260549464532,358
360,1971953.393380326,[360 359],2,13.519287166568212,359
360,0.0,[360],1,1.3401498029044425,360
317,1261254.8210167387,[317 339 361],3,0.480655780559915,361
317,3282334.277921171,[317 318 340 362],4,282.1230698468644,362
299,5900118.274215891,[299 298 297 319 341 363],6,115.75824672719662,363
299,3837286.6469218754,[299 298 320 342 364],5,1150.305598828153,364
256,4836343.281319312,[256 255 277 299 321 343 365],7,976.4413485470641,365
214,7554928.173095516,[214 213 212 234 256 278 300 322 344 366],10,549.6979126704207,366
367,0.0,[367],1,1239.93088393145,367
368,0.0,[368],1,1438.41437384839,368
369,0.0,[369],1,22.553120155872577,369
413,2921712.291581945,[413 391 369 370],4,0.08445733433472924,370
696,17219994.347911835,"[696 674 652 630 608 586 564 542 520 498 476 454 432 410 388 366 367 368
 369 370 371]",21,0.0,371
261,5113005.157403405,[261 262 284 306 328 350 372],7,139.55130605246288,372
244,9187911.949072303,[244 243 242 263 285 307 329 351 373],9,485.09103155389533,373
462,2593416.4268965786,[462 440 418 396 374],5,0.003078700853053562,374
1392,32335754.610343315,"[1392 1391 1390 1389 1388 1387 1386 1407 1406 1428 1450 1472 1494 1516
 1538 1560 1582    1   23   45   67   89  111  133  155  177  199  221
  243  265  287  309  331  353  375]",35,0.11263844439235982,375
376,0.0,[376],1,0.0,376
1566,17313993.592784088,"[1566    7    6    5    4    3   25   47   69   91  113  135  157  179
  201  223  245  267  289  311  333  355  377]",23,0.0,377
486,6734910.144397362,[486 464 442 420 398 376 377 378],8,0.0,378
486,8706863.537777688,[486 464 442 420 398 376 377 378 379],9,0.0,379
425,3034847.5702428543,[425 403 381 380],4,1.0160210341454279,380
425,1062894.1768625278,[425 403 381],3,6.026071469578941,381
360,586570.3552980542,[360 382],2,4.850640831686351,382
404,2560803.509031832,[404 382 383],3,0.04788622037385622,383
404,4532756.902412163,[404 382 383 384],4,287.05277408569634,384
299,6550678.748483771,[299 298 297 319 341 363 385],7,42.68509959182609,385
299,4455471.245732477,[299 298 320 342 364 386],6,1665.0983049609654,386
256,5401952.917552419,[256 255 277 299 321 343 365 387],8,836.3820144557449,387
432,1005455.9144277468,[432 410 388],3,767.5603128265784,388
389,0.0,[389],1,1514.9557652753483,389
303,3757777.649759135,[303 302 324 346 368 390],6,945.7146191377058,390
478,3763553.1658984385,[478 456 434 412 390 391],6,0.0,391
413,2447759.705279913,[413 391 392],3,0.0,392
696,16713758.016445033,"[696 674 652 630 608 586 564 542 520 498 476 454 432 410 388 389 390 391
 392 393]",20,0.30121950537431985,393
807,18419726.876935262,"[807 785 763 741 719 697 675 653 631 609 587 565 543 521 499 477 455 433
 411 389 390 391 392 393 394]",25,247.77311758129804,394
462,4565369.820276903,[462 440 418 396 374 395],6,311.2368360218698,395
462,1943691.0347918964,[462 440 418 396],4,0.0,396
397,0.0,[397],1,0.11263844439235982,397
398,0.0,[398],1,0.0,398
1567,19847257.46779208,"[1567    8    7    6    5    4    3   25   47   69   91  113  135  157
  179  201  223  245  267  289  311  333  355  377  399]",25,0.0,399
486,6171755.98145328,[486 464 442 420 398 399 400],7,0.0,400
486,8143709.374833606,[486 464 442 420 398 399 400 401],8,0.7244253069022948,401
425,2504651.1047689905,[425 403 402],3,2.019099912210914,402
425,532697.7113886635,[425 403],2,0.25061835794142306,403
404,0.0,[404],1,4.78197236260256,404
404,1971953.3933803248,[404 405],2,0.03323366429801844,405
404,3943906.7867606524,[404 405 406],3,25.16855071070904,406
299,7200404.140588452,[299 298 297 319 341 363 385 407],8,262.5061056971558,407
299,5071798.668213872,[299 298 320 342 364 386 408],7,1285.5096299676143,408
323,6211203.811944681,[323 322 321 343 365 387 409],7,787.5324098434288,409
432,501566.43232695584,[432 410],2,962.4821480667998,410
411,0.0,[411],1,1799.556643874868,411
412,0.0,[412],1,493.46000052425535,412
